client_number,first_name,last_name,email,mobile_number,date_of_birth,gender,province,city,signup_date,event_type,event_date,account_number,product_type,account_status,credit_limit,loan_amount,account_balance,channel,interaction_type,resolved_flag,transaction_type,amount
CL01464,Marike,Petersen,marike.petersen74@outlook.com,0635082723,1955-02-28,F,Eastern Cape,Mthatha,2024-12-26,Transaction,2025-07-09,AC001950,Savings,,,,,Branch,,,Withdrawal,-1190.89
CL01495,Michelle,Steyn,michelle.steyn99@yahoo.com,27666469965,1984-03-19,M,Western Cape,Cape Town,2024-12-19,Transaction,2025-07-09,AC001991,Savings,,,,,ATM,,,Withdrawal,-7085.57
CL00076,Chane,Kruger,chane.kruger5@webmail.co.za,0773276065,1975-02-10,M,Gauteng,Soweto,2022-08-27,CRM Interaction,2025-07-10,,,,,,,Branch,Query,Y,,
CL00082,David,Zulu,DAVID.ZULU83@GMAIL.COM,+27812811298,1951-11-21,M,Eastern Cape,Mthatha,2024-12-03,Transaction,2025-07-10,AC000104,Personal Loan,,,,,Branch,,,Withdrawal,-7825.02
CL00116,David,Adams,david.adams46@telkomsa.net,0612258981,1987-10-28,F,Mpumalanga,Mbombela,2022-03-28,Transaction,2025-07-10,AC000152,Savings,,,,,EFT,,,Fee,-7620.8
CL00125,Zanele,Molefe,zanele.molefe27@telkomsa.net,+27805859883,1950-07-18,F,Limpopo,Polokwane,2025-03-27,Transaction,2025-07-10,AC000161,Credit Card,,,,,ATM,,,Withdrawal,-5044.51
CL00130,Riaan,Sithole,RIAAN.SITHOLE71@WEBMAIL.CO.ZA,068-299-3318,1983-12-09,F,Limpopo,Polokwane,2025-02-24,CRM Interaction,2025-07-10,,,,,,,Chat,Complaint,Y,,
CL00131,Kagiso,Botha,kagiso.botha26@telkomsa.net,,1978-06-03,M,Mpumalanga,Witbank,2024-01-19,Transaction,2025-07-10,AC000170,Savings,,,,,Online Banking,,,EFT Payment,4294.7
CL00162,Grace,Pillay,grace.pillay70@gmail.com,,1960-07-22,M,Limpopo,Polokwane,2024-09-27,Transaction,2025-07-10,AC000215,Savings,,,,,Online Banking,,,EFT Payment,5238.02
CL00169,Ayesha,Steyn,ayesha.steyn70@webmail.co.za,082-231-5798,1969-07-28,M,KwaZulu Natal,Richards Bay,2024-03-07,Transaction,2025-07-10,AC000224,Credit Card,,,,,POS,,,POS Purchase,-7031.32
CL00198,Grace,Nkosi,grace.nkosi36@gmail.com,+27803777050,1959-11-01,M,Mpumalanga,Mbombela,2023-09-11,Transaction,2025-07-10,AC000258,Personal Loan,,,,,ATM,,,Deposit,7113.99
CL00209,Sipho,Mahlangu, sipho.mahlangu64@outlook.com ,0657168777,1994-12-30,F,Mpumalanga,Witbank,2025-03-26,Transaction,2025-07-10,AC000275,Credit Card,,,,,EFT,,,Deposit,4902.1
CL00209,Sipho,Mahlangu, sipho.mahlangu64@outlook.com ,0657168777,1994-12-30,F,Mpumalanga,Witbank,2025-03-26,Transaction,2025-07-10,AC000275,Credit Card,,,,,Branch,,,Withdrawal,-4281.32
CL00224,Naledi,De Villiers,naledi.de villiers85@yahoo.com,0614681115,2000-05-23,,Northern Cape,Upington,2022-11-23,Transaction,2025-07-10,AC000293,Credit Card,,,,,Branch,,,Deposit,1672.13
CL00230,Bongani,Adams,bongani.adams96@gmail.com,0626632941,2005-05-20,M,Limpopo,Polokwane,2024-10-13,Transaction,2025-07-10,AC000299,Credit Card,,,,,POS,,,POS Purchase,-2401.16
CL00245,Riaan,Dlamini,RIAAN.DLAMINI68@TELKOMSA.NET,061-518-5752,1953-11-20,F,Northern Cape,Kimberley,2024-11-03,Transaction,2025-07-10,AC000323,Savings,,,,,ATM,,,Withdrawal,-4420.06
CL00263,Priya,Botha,priya.botha26@webmail.co.za,,1965-10-27,M,Gauteng,Soweto,2023-06-23,Transaction,2025-07-10,AC000345,Credit Card,,,,,Online Banking,,,Refund,1530.79
CL00268,Kyle,Petersen,kyle.petersen88@yahoo.com,0741771287,1964-04-05,M,North West,Mahikeng,2024-01-05,Transaction,2025-07-10,AC000349,Personal Loan,,,,,EFT,,,Debit Order,-2777.3
CL00274,David,Botha,DAVID.BOTHA48@GMAIL.COM,0827865417,1948-03-12,F,Gauteng,Pretoria,2023-08-21,Transaction,2025-07-10,AC000358,Personal Loan,,,,,EFT,,,Debit Order,-1874.44
CL00301,Musa,Fourie,musa.fourie6@yahoo.com,+27741779091,1991-10-01,F,Western Cape,Stellenbosch,2023-06-26,CRM Interaction,2025-07-10,,,,,,,Email,Feedback,Y,,
CL00336,Kagiso,Fourie,KAGISO.FOURIE62@WEBMAIL.CO.ZA,0671121097,1996-01-03,F,Free State,Welkom,2024-10-04,Transaction,2025-07-10,AC000432,Personal Loan,,,,,POS,,,POS Purchase,-5153.26
CL00371,Nadia,Khumalo,nadia.khumalo82@webmail.co.za,0605477211,1985-02-22,,Western Cape,George,2023-09-14,Transaction,2025-07-10,AC000485,Savings,,,,,POS,,,POS Purchase,-7647.16
CL00384,Ruan,Mahlangu,RUAN.MAHLANGU61@YAHOO.COM,0739802102,1954-01-26,M,Limpopo,Tzaneen,2025-02-01,Transaction,2025-07-10,AC000502,Personal Loan,,,,,POS,,,POS Purchase,-4059.81
CL00404,Nadia,De Villiers,nadia.de villiers82@gmail.com,+27697542823,1967-07-10,M,Western Cape,Cape Town,2025-04-04,Transaction,2025-07-10,AC000530,Credit Card,,,,,EFT,,,Debit Order,-6405.8
CL00416,Lindiwe,Mokoena,LINDIWE.MOKOENA34@GMAIL.COM,+27759934217,1966-12-01,M,North West,Rustenburg,2023-12-08,Transaction,2025-07-10,AC000545,Savings,,,,,Mobile App,,,EFT Payment,2789.0
CL00436,Vusi,Zulu,vusi.zulu15@yahoo.com,+27653680321,2004-03-14,M,Eastern Cape,East London,2023-07-21,Transaction,2025-07-10,AC000577,Credit Card,,,,,EFT,,,Debit Order,-3679.03
CL00438,Sipho,De Villiers,sipho.de villiers42@outlook.com,0842847722,1954-05-10,M,Northern Cape,Kimberley,2024-06-29,Product Enrollment,2025-07-10,AC000581,Credit Card,Suspended,30000,,24310.95,,,,,
CL00455,Nomvula,Khumalo,nomvula.khumalo4@outlook.com,0703618139,1996-06-07,,Limpopo,Tzaneen,2024-12-28,Transaction,2025-07-10,AC000609,Credit Card,,,,,POS,,,POS Purchase,-5693.38
CL00457,Marike,De Villiers,marike.de villiers29@outlook.com,27669832094,1997-06-05,F,Western Cape,Stellenbosch,2022-02-20,Transaction,2025-07-10,AC000612,Credit Card,,,,,POS,,,POS Purchase,-2898.67
CL00475,Priya,Mabaso,priya.mabaso55@yahoo.com,081-716-4643,1968-04-06,M,Free State,Welkom,2023-08-19,Transaction,2025-07-10,AC000628,Savings,,,,,Branch,,,Deposit,4394.6
CL00475,Priya,Mabaso,priya.mabaso55@yahoo.com,081-716-4643,1968-04-06,M,Free State,Welkom,2023-08-19,Transaction,2025-07-10,AC000630,Credit Card,,,,,Mobile App,,,EFT Payment,6963.07
CL00502,Farhaan,Govender,farhaan.govender3@telkomsa.net,0744326354,1983-04-21,M,Limpopo,Polokwane,2025-03-14,Transaction,2025-07-10,AC000666,Savings,,,,,EFT,,,Deposit,4120.17
CL00543,Kyle,Van der Merwe,kyle.van der merwe10@webmail.co.za,27847623350,1986-02-12,M,Gauteng,Johannesburg,2024-09-02,Transaction,2025-07-10,AC000722,Personal Loan,,,,,ATM,,,Deposit,6334.89
CL00563,Bongani,Van der Merwe,bongani.van der merwe67@webmail.co.za,0829941274,1953-11-01,F,KwaZulu Natal,Richards Bay,2025-03-13,Transaction,2025-07-10,AC000747,Savings,,,,,POS,,,POS Purchase,-2014.07
CL00566,Michelle,Van der Merwe,michelle.van der merwe13@gmail.com,27806608665,1962-10-03,F,Eastern Cape,Gqeberha,2022-05-09,Transaction,2025-07-10,AC000751,Personal Loan,,,,,EFT,,,Fee,-3835.33
CL00590,Lerato,Abrahams, lerato.abrahams30@webmail.co.za ,,1964-09-30,F,North West,Rustenburg,2024-03-01,Transaction,2025-07-10,AC000779,Personal Loan,,,,,EFT,,,Debit Order,-5125.09
CL00599,David,Fourie,david.fourie90@gmail.com,27822724585,1951-02-02,M,KwaZulu Natal,Durban,2024-12-26,CRM Interaction,2025-07-10,,,,,,,WhatsApp,Feedback,Y,,
CL00599,David,Fourie,david.fourie90@gmail.com,27822724585,1951-02-02,M,KwaZulu Natal,Durban,2024-12-26,Transaction,2025-07-10,AC000788,Savings,,,,,Branch,,,Withdrawal,-661.45
CL00611,Michelle,Zulu,michelle.zulu11@webmail.co.za,068 738 2895,1991-03-30,F,Mpumalanga,Mbombela,2024-02-21,Transaction,2025-07-10,AC000807,Credit Card,,,,,POS,,,POS Purchase,-5665.02
CL00621,Johan,Naidoo,johan.naidoo61@webmail.co.za,070 628 8577,1981-09-13,M,Northern Cape,Kimberley,2023-06-29,Transaction,2025-07-10,AC000818,Savings,,,,,Branch,,,Withdrawal,-5763.18
CL00631,Nadia,Steyn,nadia.steyn28@outlook.com,,1972-07-13,,Northern Cape,Kimberley,2025-03-21,Transaction,2025-07-10,AC000835,Savings,,,,,ATM,,,Withdrawal,-5101.08
CL00634,Ruan,Mabaso,ruan.mabaso19@yahoo.com,060 707 7140,1960-05-04,F,KwaZulu Natal,Richards Bay,2024-09-15,Transaction,2025-07-10,AC000839,Personal Loan,,,,,EFT,,,Debit Order,-3883.78
CL00709,Riaan,Fourie,riaan.fourie84@outlook.com,073-977-7333,1975-07-16,M,Western Cape,George,2022-09-13,Transaction,2025-07-10,AC000938,Savings,,,,,POS,,,POS Purchase,-2919.17
CL00734,David,Molefe,david.molefe42@outlook.com,0626922519,1999-11-05,M,Gauteng,Pretoria,2024-09-30,Transaction,2025-07-10,AC000972,Personal Loan,,,,,ATM,,,Deposit,3297.76
CL00790,Ayesha,Kruger,ayesha.kruger43@outlook.com,0691522734,1960-11-01,F,Mpumalanga,Witbank,2025-05-28,Transaction,2025-07-10,AC001040,Credit Card,,,,,Branch,,,Withdrawal,-5960.25
CL00832,Grace,Molefe,grace.molefe23@gmail.com,0786207491,1967-03-07,M,Limpopo,Tzaneen,2023-01-27,Transaction,2025-07-10,AC001089,Credit Card,,,,,ATM,,,Withdrawal,-1559.82
CL00855,Naledi,Mabaso,naledi.mabaso77@webmail.co.za,0605483468,1958-11-26,M,Free State,Bloemfontein,2024-07-31,Transaction,2025-07-10,AC001122,Credit Card,,,,,ATM,,,Withdrawal,-7921.67
CL00924,Ashwin,Dlamini,ashwin.dlamini91@outlook.com,0837082569,1958-02-14,M,Mpumalanga,Witbank,2024-05-22,Product Enrollment,2025-07-10,AC001219,Personal Loan,Active,,50000,35294.09,,,,,
CL00924,Ashwin,Dlamini,ashwin.dlamini91@outlook.com,0837082569,1958-02-14,M,Mpumalanga,Witbank,2024-05-22,Transaction,2025-07-10,AC001219,Personal Loan,,,,,Mobile App,,,EFT Payment,3044.28
CL00926,Nomvula,Van der Merwe,NOMVULA.VAN DER MERWE56@WEBMAIL.CO.ZA,077 730 5252,1991-07-24,F,Western Cape,Cape Town,2024-10-10,Transaction,2025-07-10,AC001222,Savings,,,,,Mobile App,,,EFT Payment,590.51
CL00941,Tumi,Ndlovu,TUMI.NDLOVU10@TELKOMSA.NET,0665174163,2002-09-09,F,Limpopo,Polokwane,2024-01-04,Transaction,2025-07-10,AC001247,Savings,,,,,EFT,,,Debit Order,-3682.71
CL00990,Zanele,Steyn,zanele.steyn56@outlook.com,0616928554,1968-06-06,F,Northern Cape,Upington,2025-05-27,Transaction,2025-07-10,AC001331,Personal Loan,,,,,Branch,,,Deposit,6527.93
CL00992,Ruan,Molefe,ruan.molefe48@yahoo.com,,2001-09-30,F,Mpumalanga,Mbombela,2023-08-01,Transaction,2025-07-10,AC001334,Credit Card,,,,,POS,,,POS Purchase,-6907.5
CL00999,Johan,Smith, johan.smith76@yahoo.com ,,1965-09-28,M,North West,Mahikeng,2024-07-17,Transaction,2025-07-10,AC001340,Personal Loan,,,,,POS,,,POS Purchase,-824.4
CL01015,Chane,Abrahams,chane.abrahams61@telkomsa.net,+27773444368,1980-08-28,F,Western Cape,George,2024-01-23,Transaction,2025-07-10,AC001359,Savings,,,,,Branch,,,Withdrawal,-7738.4
CL01041,Kagiso,Abrahams,kagiso.abrahams60@telkomsa.net,069 514 4427,1980-06-06,M,Free State,Bloemfontein,2025-02-06,Transaction,2025-07-10,AC001400,Savings,,,,,Branch,,,Withdrawal,-3894.69
CL01053,Riaan,Smith,riaan.smith77@telkomsa.net,0711804946,1963-02-13,F,North West,Rustenburg,2025-04-14,Transaction,2025-07-10,AC001416,Savings,,,,,EFT,,,Fee,-703.75
CL01057,Thabo,Mahlangu, THABO.MAHLANGU8@OUTLOOK.COM ,0645058837,1994-01-17,M,KwaZulu Natal,Pietermaritzburg,2024-10-22,Transaction,2025-07-10,AC001419,Personal Loan,,,,,Branch,,,Deposit,4449.48
CL01062,Ruan,Sithole,ruan.sithole52@outlook.com,0647975966,1949-06-20,M,Eastern Cape,Gqeberha,2024-06-18,Transaction,2025-07-10,AC001424,Credit Card,,,,,Branch,,,Withdrawal,-4808.48
CL01065,Ilse,Fourie, ilse.fourie80@webmail.co.za ,+27638355095,1984-03-11,F,Western Cape,Paarl,2025-06-09,CRM Interaction,2025-07-10,,,,,,,Call,Feedback,Y,,
CL01078,Priya,Dlamini,priya.dlamini46@telkomsa.net,073-494-4744,2007-08-30,F,Mpumalanga,Witbank,2024-08-26,CRM Interaction,2025-07-10,,,,,,,WhatsApp,Product Application,Y,,
CL01080,Ayesha,Steyn,ayesha.steyn16@telkomsa.net,075 156 7676,1999-12-20,F,Limpopo,Tzaneen,2024-09-13,Transaction,2025-07-10,AC001443,Credit Card,,,,,POS,,,POS Purchase,-6186.88
CL01082,David,Khumalo,david.khumalo24@gmail.com,0629168729,2007-01-25,F,Limpopo,Tzaneen,2025-03-06,Transaction,2025-07-10,AC001445,Savings,,,,,POS,,,POS Purchase,-7956.97
CL01131,Priya,Smith,priya.smith70@outlook.com,064-394-8175,1996-12-17,M,KwaZulu Natal,Durban,2025-05-14,Transaction,2025-07-10,AC001504,Credit Card,,,,,POS,,,POS Purchase,-6400.4
CL01152,Sipho,Sithole,sipho.sithole23@yahoo.com,,1988-11-16,F,KwaZulu Natal,Richards Bay,2023-03-12,Transaction,2025-07-10,AC001535,Personal Loan,,,,,POS,,,POS Purchase,-2280.37
CL01152,Sipho,Sithole,sipho.sithole23@yahoo.com,,1988-11-16,F,KwaZulu Natal,Richards Bay,2023-03-12,Transaction,2025-07-10,AC001536,Savings,,,,,POS,,,POS Purchase,-882.91
CL01162,Nomvula,Ndlovu, nomvula.ndlovu49@webmail.co.za ,060-908-5428,2007-04-17,F,KwaZulu Natal,Pietermaritzburg,2025-02-01,Transaction,2025-07-10,AC001544,Personal Loan,,,,,Branch,,,Deposit,4916.66
CL01246,Musa,Mahlangu,musa.mahlangu39@telkomsa.net,065 957 1450,1964-02-18,M,North West,Rustenburg,2024-02-18,Transaction,2025-07-10,AC001652,Credit Card,,,,,Branch,,,Deposit,6624.78
CL01259,Mpho,Ndlovu,mpho.ndlovu40@telkomsa.net,0626491629,2000-03-11,F,Mpumalanga,Mbombela,2025-06-20,Transaction,2025-07-10,AC001678,Savings,,,,,ATM,,,Withdrawal,-1116.42
CL01264,Michelle,De Villiers,michelle.de villiers40@webmail.co.za,070-148-9629,1977-04-29,M,Mpumalanga,Mbombela,2023-06-21,Transaction,2025-07-10,AC001683,Credit Card,,,,,Mobile App,,,EFT Payment,4173.31
CL01281,Mpho,Sithole,mpho.sithole49@webmail.co.za,0774798095,1956-01-13,M,Eastern Cape,Gqeberha,2025-05-10,Transaction,2025-07-10,AC001710,Savings,,,,,Branch,,,Deposit,6629.89
CL01311,David,Molefe,david.molefe80@webmail.co.za,0682395156,1963-11-22,F,Mpumalanga,Mbombela,2022-02-18,Transaction,2025-07-10,AC001740,Personal Loan,,,,,POS,,,POS Purchase,-6231.4
CL01340,Zanele,Mabaso,zanele.mabaso16@gmail.com,0733305951,1963-02-26,F,Eastern Cape,Gqeberha,2024-06-07,Transaction,2025-07-10,AC001779,Personal Loan,,,,,POS,,,POS Purchase,-3439.78
CL01370,Tumi,Steyn,tumi.steyn80@outlook.com,+27619778172,1999-04-12,F,Gauteng,Pretoria,2024-05-30,Product Enrollment,2025-07-10,AC001814,Personal Loan,Active,,20000,9763.17,,,,,
CL01384,Ilse,Fourie,ILSE.FOURIE61@TELKOMSA.NET,,2004-07-18,M,Eastern Cape,East London,2024-04-25,Transaction,2025-07-10,AC001830,Savings,,,,,POS,,,POS Purchase,-2290.18
CL01389,Karabo,Naidoo,karabo.naidoo14@gmail.com,073 946 3009,1974-04-06,F,Free State,Welkom,2024-04-12,Transaction,2025-07-10,AC001842,Personal Loan,,,,,ATM,,,Withdrawal,-3172.03
CL01413,Ayesha,Kruger,ayesha.kruger48@webmail.co.za,0713577881,1961-08-15,F,Gauteng,Pretoria,2022-12-21,Transaction,2025-07-10,AC001877,Credit Card,,,,,ATM,,,Withdrawal,-2195.98
CL01436,Ilse,Botha,ilse.botha86@gmail.com,077-497-5549,1997-11-27,M,Eastern Cape,Gqeberha,2025-03-19,Transaction,2025-07-10,AC001912,Credit Card,,,,,EFT,,,Fee,-4615.69
CL01454,Farhaan,De Villiers,farhaan.de villiers9@webmail.co.za,0795310948,1962-08-02,M,North West,Mahikeng,2024-03-25,Transaction,2025-07-10,AC001932,Savings,,,,,EFT,,,Debit Order,-1527.82
CL01464,Marike,Petersen,marike.petersen74@outlook.com,0635082723,1955-02-28,F,Eastern Cape,Mthatha,2024-12-26,Transaction,2025-07-10,AC001949,Personal Loan,,,,,POS,,,POS Purchase,-7264.23
CL00027,Chane,Naidoo,chane.naidoo85@yahoo.com,,1975-05-19,M,North West,Mahikeng,2023-04-12,Transaction,2025-07-11,AC000032,Savings,,,,,POS,,,POS Purchase,-7344.49
CL00039,Nokuthula,Mokoena,nokuthula.mokoena52@yahoo.com,0771452421,1991-07-27,F,Free State,Welkom,2023-11-20,Transaction,2025-07-11,AC000051,Savings,,,,,POS,,,POS Purchase,-2501.55
CL00047,Ashwin,Ndlovu,ashwin.ndlovu98@yahoo.com,+27602561176,1955-09-06,F,Western Cape,Stellenbosch,2024-04-12,Transaction,2025-07-11,AC000064,Credit Card,,,,,Online Banking,,,EFT Payment,4076.69
CL00058,Ashwin,Pillay,ashwin.pillay86@gmail.com,069 771 8473,1956-03-08,M,Mpumalanga,Witbank,2024-04-16,Transaction,2025-07-11,AC000076,Savings,,,,,Branch,,,Deposit,1526.6
CL00090,Naledi,Khumalo,naledi.khumalo55@outlook.com,0762909540,1952-06-18,M,KwaZulu Natal,Richards Bay,2023-07-12,Transaction,2025-07-11,AC000113,Credit Card,,,,,Branch,,,Deposit,3540.09
CL00093,Sam,Dlamini,sam.dlamini74@outlook.com,0606448705,1989-03-31,U,Mpumalanga,Mbombela,2023-10-04,Transaction,2025-07-11,AC000117,Credit Card,,,,,POS,,,POS Purchase,-2996.85
CL00154,Kagiso,Zulu,kagiso.zulu42@yahoo.com,067 793 8388,1999-09-07,F,Free State,Bloemfontein,2025-05-09,CRM Interaction,2025-07-11,,,,,,,Call,Query,Y,,
CL00154,Kagiso,Zulu,kagiso.zulu42@yahoo.com,067 793 8388,1999-09-07,F,Free State,Bloemfontein,2025-05-09,Transaction,2025-07-11,AC000204,Personal Loan,,,,,Branch,,,Withdrawal,-5536.85
CL00174,Thabo,Steyn,thabo.steyn32@telkomsa.net,0686052144,1955-08-07,M,Mpumalanga,Witbank,2025-02-19,Transaction,2025-07-11,AC000231,Personal Loan,,,,,EFT,,,Deposit,1818.3
CL00208,Marike,Nkosi,marike.nkosi93@webmail.co.za,068-298-0663,1949-01-06,F,KwaZulu Natal,Richards Bay,2023-12-12,Transaction,2025-07-11,AC000274,Personal Loan,,,,,Online Banking,,,Refund,5089.13
CL00221,Sam,De Villiers,sam.de villiers36@webmail.co.za,27795123584,1986-04-11,F,Western Cape,Paarl,2023-03-16,Transaction,2025-07-11,AC000289,Personal Loan,,,,,ATM,,,Deposit,4640.43
CL00237,Vusi,Sithole,vusi.sithole57@outlook.com,27642622400,1982-03-22,F,KwaZulu Natal,Pietermaritzburg,2024-07-01,Transaction,2025-07-11,AC000308,Credit Card,,,,,ATM,,,Withdrawal,-399.02
CL00285,Tumi,Mahlangu,tumi.mahlangu91@webmail.co.za,+27763673793,1992-01-04,M,Western Cape,George,2025-01-31,Transaction,2025-07-11,AC000377,Personal Loan,,,,,EFT,,,Fee,-5882.93
CL00293,Chane,Khumalo,chane.khumalo2@telkomsa.net,,2004-11-18,F,Mpumalanga,Witbank,2024-02-04,Transaction,2025-07-11,AC000385,Credit Card,,,,,POS,,,POS Purchase,-5615.18
CL00337,Riaan,Naidoo,RIAAN.NAIDOO29@WEBMAIL.CO.ZA,+27795561139,1983-06-01,F,Mpumalanga,Witbank,2024-03-09,Transaction,2025-07-11,AC000433,Savings,,,,,Mobile App,,,EFT Payment,5492.3
CL00364,Andile,Abrahams,andile.abrahams69@yahoo.com,0753371416,1988-05-17,M,Gauteng,Sandton,2023-11-11,Transaction,2025-07-11,AC000476,Personal Loan,,,,,POS,,,POS Purchase,-3634.42
CL00366,Ashwin,Molefe, ashwin.molefe49@telkomsa.net ,0799918107,1949-09-17,F,Limpopo,Polokwane,2024-03-02,Transaction,2025-07-11,AC000480,Savings,,,,,ATM,,,Withdrawal,-1961.6
CL00366,Ashwin,Molefe, ashwin.molefe49@telkomsa.net ,0799918107,1949-09-17,F,Limpopo,Polokwane,2024-03-02,Transaction,2025-07-11,AC000479,Credit Card,,,,,EFT,,,Debit Order,-947.32
CL00383,Kyle,Pillay,kyle.pillay72@yahoo.com,+27612562399,1973-07-06,M,KwaZulu Natal,Richards Bay,2025-05-03,CRM Interaction,2025-07-11,,,,,,,WhatsApp,Query,N,,
CL00384,Ruan,Mahlangu,RUAN.MAHLANGU61@YAHOO.COM,0739802102,1954-01-26,M,Limpopo,Tzaneen,2025-02-01,Transaction,2025-07-11,AC000502,Personal Loan,,,,,ATM,,,Withdrawal,-5410.5
CL00416,Lindiwe,Mokoena,LINDIWE.MOKOENA34@GMAIL.COM,+27759934217,1966-12-01,M,North West,Rustenburg,2023-12-08,Transaction,2025-07-11,AC000544,Personal Loan,,,,,POS,,,POS Purchase,-2730.91
CL00444,David,De Villiers,david.de villiers17@webmail.co.za,0756114309,1998-02-07,M,Eastern Cape,Gqeberha,2024-04-12,Transaction,2025-07-11,AC000591,Personal Loan,,,,,ATM,,,Withdrawal,-373.53
CL00460,Farhaan,Naidoo,farhaan.naidoo54@yahoo.com,0698962686,1987-09-12,F,North West,Mahikeng,2024-05-18,Transaction,2025-07-11,AC000615,Savings,,,,,POS,,,POS Purchase,-4130.7
CL00483,Nadia,Dlamini,nadia.dlamini75@gmail.com,+27736790539,1959-07-02,M,Western Cape,Cape Town,2023-12-16,Transaction,2025-07-11,AC000644,Savings,,,,,ATM,,,Withdrawal,-1532.15
CL00487,Ayesha,Ndlovu, ayesha.ndlovu29@telkomsa.net ,063-665-1204,1971-10-15,F,Eastern Cape,East London,2025-03-20,Transaction,2025-07-11,AC000649,Personal Loan,,,,,EFT,,,Fee,-7582.43
CL00487,Ayesha,Ndlovu, ayesha.ndlovu29@telkomsa.net ,063-665-1204,1971-10-15,F,Eastern Cape,East London,2025-03-20,Transaction,2025-07-11,AC000650,Credit Card,,,,,EFT,,,Fee,-5730.4
CL00507,Naledi,Mahlangu,naledi.mahlangu6@gmail.com,0727222689,1979-10-14,,Eastern Cape,East London,2025-05-10,CRM Interaction,2025-07-11,,,,,,,Branch,Query,Y,,
CL00529,Kagiso,Steyn,kagiso.steyn21@telkomsa.net,0753165880,2006-07-16,M,Mpumalanga,Witbank,2024-08-25,Transaction,2025-07-11,AC000696,Credit Card,,,,,EFT,,,Debit Order,-1633.39
CL00542,Nomvula,Steyn,nomvula.steyn67@telkomsa.net,+27648141928,1981-11-18,M,Free State,Bloemfontein,2023-05-23,Transaction,2025-07-11,AC000721,Personal Loan,,,,,EFT,,,Debit Order,-3605.69
CL00551,Karabo,Abrahams,karabo.abrahams63@gmail.com,,1995-11-13,M,North West,Rustenburg,2024-04-02,Product Enrollment,2025-07-11,AC000735,Personal Loan,Active,,20000,11012.05,,,,,
CL00572,Nomvula,Steyn,nomvula.steyn48@gmail.com,0679507858,1961-03-23,M,Northern Cape,Kimberley,2025-05-20,Transaction,2025-07-11,AC000756,Credit Card,,,,,Online Banking,,,Refund,1007.82
CL00580,Farhaan,De Villiers,farhaan.de villiers67@outlook.com,+27759301232,1993-08-18,F,Gauteng,Pretoria,2024-11-08,Transaction,2025-07-11,AC000764,Credit Card,,,,,EFT,,,Debit Order,-802.09
CL00588,Andile,Mokoena, andile.mokoena76@gmail.com ,0707557976,1984-03-09,M,Mpumalanga,Witbank,2025-01-06,Product Enrollment,2025-07-11,AC000776,Savings,Active,,,79800.07,,,,,
CL00628,Andile,Sithole,andile.sithole15@gmail.com,0637169603,1968-12-07,F,Mpumalanga,Witbank,2022-08-25,Transaction,2025-07-11,AC000829,Credit Card,,,,,Branch,,,Withdrawal,-3010.61
CL00634,Ruan,Mabaso,ruan.mabaso19@yahoo.com,060 707 7140,1960-05-04,F,KwaZulu Natal,Richards Bay,2024-09-15,Transaction,2025-07-11,AC000839,Personal Loan,,,,,Branch,,,Withdrawal,-1210.98
CL00665,Andile,Steyn,andile.steyn95@webmail.co.za,27675629621,1949-03-23,M,Gauteng,Johannesburg,2022-09-24,Transaction,2025-07-11,AC000874,Personal Loan,,,,,POS,,,POS Purchase,-2595.34
CL00674,Lindiwe,Kruger,lindiwe.kruger81@outlook.com,071 348 8634,1987-09-02,F,Free State,Bloemfontein,2023-07-05,Transaction,2025-07-11,AC000886,Savings,,,,,ATM,,,Withdrawal,-4045.22
CL00697,Lerato,Abrahams,lerato.abrahams20@telkomsa.net,064-619-3258,1966-09-25,,Mpumalanga,Mbombela,2025-05-27,CRM Interaction,2025-07-11,,,,,,,Call,Product Application,N,,
CL00700,David,Fourie,david.fourie34@gmail.com,067 113 3260,1981-07-10,F,Northern Cape,Upington,2024-04-26,Transaction,2025-07-11,AC000922,Savings,,,,,EFT,,,Deposit,4181.72
CL00718,Ashwin,Van der Merwe,ashwin.van der merwe15@outlook.com,0684030429,1950-01-28,M,KwaZulu Natal,Richards Bay,2025-04-01,CRM Interaction,2025-07-11,,,,,,,WhatsApp,Fraud Report,Y,,
CL00751,Mpho,Khumalo,MPHO.KHUMALO12@WEBMAIL.CO.ZA,+27625878848,1993-01-13,M,Limpopo,Tzaneen,2025-02-22,Transaction,2025-07-11,AC000991,Savings,,,,,EFT,,,Deposit,4115.56
CL00751,Mpho,Khumalo,MPHO.KHUMALO12@WEBMAIL.CO.ZA,+27625878848,1993-01-13,M,Limpopo,Tzaneen,2025-02-22,Transaction,2025-07-11,AC000991,Savings,,,,,ATM,,,Withdrawal,-204.71
CL00766,Johan,Pillay,johan.pillay96@gmail.com,27603920363,1953-10-10,F,Mpumalanga,Witbank,2023-05-28,Transaction,2025-07-11,AC001012,Credit Card,,,,,Branch,,,Deposit,2993.15
CL00785,Karabo,Ndlovu,karabo.ndlovu35@webmail.co.za,27636148846,1999-03-27,F,Free State,Welkom,2025-06-14,Transaction,2025-07-11,AC001033,Personal Loan,,,,,POS,,,POS Purchase,-3318.66
CL00793,Ilse,Dlamini,ilse.dlamini32@webmail.co.za,+27746281742,1976-06-07,F,North West,Mahikeng,2025-03-24,CRM Interaction,2025-07-11,,,,,,,Email,Query,Y,,
